digit,mse_vae,psnr_vae,mse_decoder,psnr_decoder
0,0.0,inf,0.023127228,16.358764166191445
1,0.0,inf,0.00492784,23.07343343281081
2,0.0,inf,0.0338088,14.70970192004184
3,0.0,inf,0.029559568,15.293019200818346
4,0.0,inf,0.022162525,16.54380725519849
5,0.0,inf,0.029571926,15.29120356948292
6,0.0,inf,0.022362256,16.504843531441445
7,0.0,inf,0.017505195,17.568330314098972
8,0.0,inf,0.03442911,14.630741443245439
9,0.0,inf,0.02142991,16.6897964792869
